placeholder,_ unleashed a FIERY attack!
placeholder,_ unleashed a WATERY attack!
placeholder,_ unleashed a STORMY attack!
placeholder,_ unleashed an EARTHY attack!
placeholder,_ attacked with RESISTANCE!
placeholder,_ attacked with AGILITY!
placeholder,_ has been immobilized!
placeholder,_ is no longer immobilized!
placeholder,_ negated the damage!
placeholder,_ cast the spell at no cost!
placeholder,_'s spell was forced to fail!
placeholder,The target you selected is out of range!
